mapid	extension	aspect	Day	twitter_id	handle	date_posted	tweet_id	website	description
CraigTaylorGIS_30	jpg	16x9	30	153718180	CraigTaylorGIS	2019-11-30T08:36:33Z	1200695097576300545	_	"#30DayMapChallenge Day 30: Home 🏠

This last one is a bit weird! Animated #dataviz of origin-destination commuter flows (census data) into Manchester (closest to home) routed via OSM and made into arcs! 😁 What a fun month! 

#maps #3d #animation https://t.co/QJAOpxFzKq https://t.co/SzqUcw9kRu"
CRVanPollard_01	jpg	16x12	01	333524694	CRVanPollard	2019-11-01T18:16:12Z	1190331721088217090	_	"#30DayMapChallenge Day 1: Points
Parcel Centroids within the Greater Philadelphia Region.
Tools: @ArcGISPro https://t.co/ShCk1E1xva"
CRVanPollard_02	jpg	16x12	02	333524694	CRVanPollard	2019-11-02T20:12:21Z	1190723338764767232	_	"#30DayMapChallenge
Day 2: Lines - Devils Tower
Tools: @ArcGISPro https://t.co/sO7h8QxlJ8"
CRVanPollard_03	jpg	16x12	03	333524694	CRVanPollard	2019-11-03T13:53:05Z	1190990283611287558	_	"#30DayMapChallenge
Day 3: Polygons - Philly Philly w/ @GrittyNHL
Tools: @ArcGISPro 
#northisasocietalconstruct #gritty #phillyphilly https://t.co/Jbpy48FlcY"
CRVanPollard_04	jpg	16x9	04	333524694	CRVanPollard	2019-11-04T21:23:39Z	1191466059087450119	_	"#30DayMapChallenge
Day 4: Hexagons - Fast Food Nation
Tools: @ArcGISPro
#HappyMeal #DoubleWhopper #SUPERSIZEME https://t.co/3uXtpOz9Cy"
CRVanPollard_05	jpg	16x9	05	333524694	CRVanPollard	2019-11-05T17:53:20Z	1191775518934421504	_	"#30DayMapChallenge
Day 5: Raster - Badlands (experimenting with different DEM color schemes and opacity options in @ArcGISPro). Can't seem to find the right mix so just go visit the Badlands for yourself #badlandsnps https://t.co/WW4nGPi4YZ"
CRVanPollard_06	jpg	16x9	06	333524694	CRVanPollard	2019-11-06T13:58:21Z	1192078769722478593	_	"#30DayMapChallenge
Day 6: Blue - The Hawaiian Islands
Building off some earlier DEM hacking I did last year in @ArcGISPro https://t.co/pkcU8zJqVv"
CRVanPollard_07	jpg	16x9	07	333524694	CRVanPollard	2019-11-07T17:08:23Z	1192488981277167617	_	"#30DayMapChallenge 
Day 7: Red - Anfield
Tools: @ArcGISPRO  Data: @openstreetmap 
Liverpool Football Club (aka The Reds) have been calling Anfield their home since 1892. #LFC #youllneverwalkalone #buildingfootprints https://t.co/RACy9EEhDh"
CRVanPollard_08	jpg	16x9	08	333524694	CRVanPollard	2019-11-08T17:41:11Z	1192859625760145413	_	"#30DayMapChallenge 
Day 8: Green - Iceland 
Tools: @ArcGISPRO 
Loved making this map with my 9 y.o. daughter. She came up with the idea for making a green map of Iceland, picked the color scheme, and she really really wanted to add in some fun sea creatures #narwhale #kraken https://t.co/6zOmbTSPoJ"
CRVanPollard_09	jpg	16x10	09	333524694	CRVanPollard	2019-11-09T12:58:36Z	1193150900296179712	_	"#30DayMapChallenge  
Day 9: Yellow - Get in the Van II 
An epic 9 day skateboarding trip from Denver to Portland that I took w/ friends in 2005. We skated 27 skateparks, slept on the beaches of the Pacific Ocean, and saw many beautiful parts of the Western US #handdrawnmap https://t.co/kJzE9Z4TMg"
CRVanPollard_10	jpg	16x10	10	333524694	CRVanPollard	2019-11-10T13:07:25Z	1193515505514164224	_	"#30DayMapChallenge 
Day 10: Black and White - Heald Pond
clean vector lines of a map that I screen printed on watercolor paper as a present for my father (my daughter helped paint the final version). Used @ArcGISPro and the 'Multiple Buffer Ring' tool to create inner lines https://t.co/taJahOZ2DT"
CRVanPollard_11	jpg	16x9	11	333524694	CRVanPollard	2019-11-11T17:01:07Z	1193936705834889217	_	"#30DayMapChallenge 
Day 11: Elevation - Devil’s Path Trail
The Devil's Path is a grueling 25 mile hiking trail in the Catskill Mtn. of NY. Last month I hiked it w/ 2 friends in one day (we started at 5:30a.m and finished at 8:30p.m). #bucketlist #neverstopexploring https://t.co/x1iZHIdUvi"
CRVanPollard_12	jpg	16x9	12	333524694	CRVanPollard	2019-11-12T18:34:23Z	1194322566686613506	_	"#30DayMapChallenge 
Day 12: Movement - NHL Travel Schedule. 
All NHL team’s travel movement for the 2017-2018 season (data I used for my @geohipster 2019 calendar map #GoCaps ). My first (and not the last) map that I ever made using @QGIS (I really like the blending mode options) https://t.co/OteChzVdJ2"
CRVanPollard_13	jpg	16x9	13	333524694	CRVanPollard	2019-11-13T19:32:22Z	1194699545193656321	_	"#30DayMapChallenge 
Day 12: Tracks - CyclePhilly
Raw @CyclePhilly routes getting all twisted in the urban canyon. Honored to have been part of an epic @CodeForPhilly project that provided the perfect environment for @AcriCAA @gurulloyd @Banderkat to build a great app #civictech https://t.co/BKcU7Qf328"
CRVanPollard_14	jpg	16x9	14	333524694	CRVanPollard	2019-11-14T17:40:11Z	1195033698497974274	_	"#30DayMapChallenge 
Day 14: Boundaries - Territorial claims in Antarctica
It’s #PostGISDay so I built this one using the power of #PostGIS in @CARTO. Thx to @mamataakella 4 this ""how to change map projection"" https://t.co/q9lMTnZ0S4. Map making is hard, more to come w/ this one.. https://t.co/BkJ1WTv9PV"
CRVanPollard_15	jpg	16x9	15	333524694	CRVanPollard	2019-11-15T16:49:35Z	1195383354931200002	_	"#30DayMapChallenge
Day 14: Names - City of Philadelphia
Tools: @ArcGISPro (Draw Lines Using ONLY Label Text - One Minute Map Hack by @John_M_Nelson ). Not a lot of time today so a quick map hack of Philly w/ @NHLFlyers colors #broadstreetbullies #philly https://t.co/l6xeG2Qvu5"
CRVanPollard_16	jpg	16x9	16	333524694	CRVanPollard	2019-11-16T14:09:45Z	1195705520574926848	_	"#30DayMapChallenge
Day 15: Places - Here, There and Everywhere
Tools: @ArcGISPro (Another @John_M_Nelson gem). I’ve got a busy weekend w/ dance, ice skating, bowling, and hiking but I fueled up early on coffee and made this geoplaces in the US map. Give a guess at the theme…. https://t.co/zcri8PmCL0"
CRVanPollard_17	jpg	16x9	17	333524694	CRVanPollard	2019-11-17T19:50:41Z	1196153705319608320	_	"#30DayMapChallenge
Day 16: Zones - A Visual Display of Time Zones
My daughter was asking me about daylight savings and curious about time zones around the world so we sat down and made a fun visual (colors inspired by a set of pastel colored pencils we had lying around) https://t.co/6WGtbvXNgU"
CRVanPollard_18	jpg	16x9	18	333524694	CRVanPollard	2019-11-18T17:53:09Z	1196486514169065478	_	"#30DayMapChallenge
Day 17: Globes - Atlantic Puffin
@MovebankTeam has some incredibly useful and informative animal movement data. My daughter wanted to research where puffins live and their migratory range. Definitely going to revisit this map and data in the future. https://t.co/ZOzBkuUN2s"
CRVanPollard_19	jpg	16x9	19	333524694	CRVanPollard	2019-11-19T17:09:43Z	1196837971846213632	_	"#30DayMapChallenge
Day 18: Urban - San Francisco Building Heights
Spent more time learning @QGIS w. this one (Figuring out the Print Composer, updating map views (this was maddening at first), legends, and multiple map frames in one layout but settled on a simpler design. https://t.co/al4Pt2dydB"
CRVanPollard_20	jpg	16x9	20	333524694	CRVanPollard	2019-11-20T16:45:13Z	1197194194160410624	_	"#30DayMapChallenge
Day 19: Rural - Natural Vegetation (Nebraska)
Tools: @QGIS. My great grandfather bought the Pollard Farmstead outside Ashland,NE in 1925. A working farm until my grandfather retired in 1984 (it stayed w/ the family until 1994). My dad rode his horse to school. https://t.co/uJZh6vToBf"
CRVanPollard_21	jpg	16x9	21	333524694	CRVanPollard	2019-11-21T18:01:10Z	1197575696928907265	_	"#30DayMapChallenge
Day 21: Environmental -  Arctic Sea Ice Extent 
Found an incredible scientific data research resource from NSIDC (https://t.co/8gHFhFJz3A). I snagged 6 years of Arctic Sea Ice extent for today’s date. 
#climatechangeisreal #meltingicecaps https://t.co/U8q49LNkxd"
CRVanPollard_22	jpg	16x9	22	333524694	CRVanPollard	2019-11-22T17:06:20Z	1197924284938772482	_	"#30DayMapChallenge
Day 22: Built Environment - Original Six
Tools: @ArcGISPro | Data: @OSM
Two parking lots, an armory, a skyscraper, and a glorified mall is all that remains of the Original Six @NHL team arenas (pulled this one from the archives). https://t.co/mWrFh6sfN7"
CRVanPollard_23	jpg	16x9	23	333524694	CRVanPollard	2019-11-23T16:04:02Z	1198270995792039943	_	"#30DayMapChallenge Day 23: Population
Tools: @ArcGISPro 
Greenland is the least densely populated territory in the world and is home to the 2nd largest ice sheet. Climate change has caused mega-melts, which are causing the ice sheet to shed billions of tons of ice #climatechange https://t.co/MhglN6m4mc"
CRVanPollard_24	jpg	16x9	24	333524694	CRVanPollard	2019-11-24T23:11:53Z	1198741054037676033	_	"#30DayMapChallenge Day 24: Statistics
Mass Shootings in America (1982-2019)
Data: @MotherJones
Lately, I’ve been giving my daughter extra long hugs in the morning before she heads to school. Last week, her school had a potential gun threat and the police were in full force (1/2) https://t.co/emeKEO0HG8"
CRVanPollard_25	jpg	16x9	25	333524694	CRVanPollard	2019-11-25T21:17:59Z	1199074777044070400	_	"#30DayMapChallenge Day 25: Climate - Mangroves vs Hurricanes 
Mangroves have the ability to lessen the impact of flooding caused by hurricanes (reducing storm surges by 26-76%) BUT they are in an annual decline globally. https://t.co/zH2nsElrFS"
CRVanPollard_26	jpg	16x9	26	333524694	CRVanPollard	2019-11-26T21:24:32Z	1199438814894313473	_	"#30DayMapChallenge Day 26: Hydrology
Tools:@ArcGISPro (vignette not stolen from @John_M_Nelson)
Montana is home to America's last remaining glaciers. I wanted to make a map of Glacier NP but no time,so enjoy this elegant map of flowlines &amp; pix of a glacier I swam in 2 years ago. https://t.co/SzpAn8CTk9"
CRVanPollard_27	jpg	16x9	27	333524694	CRVanPollard	2019-11-27T17:02:16Z	1199735201334808576	_	"#30DayMapChallenge Day 27: Resources - Nuclear Power Stations
Tools:@ArcGISPro and Photoshop 
Nuclear power produces HUGE amounts of energy resources from small amounts of uranium and plutonium but it’s waste is radioactive and can effect local marine life from wastewater. https://t.co/1IBwaxJQSm"
CRVanPollard_28	jpg	16x10	28	333524694	CRVanPollard	2019-11-28T14:03:30Z	1200052599963160576	_	"#30DayMapChallenge Day 28: Funny - Save the Goondocks
Tools:@ArcGISPro (pirate style @JohnNelson) and Illustrator (One-eye’d Willy’s Map from Muggle Magic)
""Ye intruders beware.
Crushing death and grief,
Soaked with blood,
Of the trespassing thief.""
#savethegoondocks #goonies https://t.co/srEqMcba2l"
CRVanPollard_29	jpg	16x9	29	333524694	CRVanPollard	2019-11-29T22:07:05Z	1200536686456913925	_	"#30DayMapChallenge Day 29: Experimental
the United SHAPES of America
Tools:@ArcGISPro
Really wanted to play w/ blender but no time. I did find ‘Pitch Perfect’ a mapping experiment by @kennethfield
 and thought about mapping NHL areas but settled on the US. I had fun w/ this one. https://t.co/78cRv5ZrzJ"
CRVanPollard_30	jpg	16x9	30	333524694	CRVanPollard	2019-11-30T20:24:09Z	1200873167889346560	_	"#30DayMapChallenge Day 30: Home - Longleat Hedge Maze
October 2001, I proposed to my wife in the world’s largest hedge maze in Warminster England. No better tribute than to make a map for her. She's been supporting me during these past 30 days of constant map making #mapwidow https://t.co/ydVMuRJrNE"
csaladenes_05	jpg	16x13	05	2322569388	csaladenes	2019-11-05T17:58:06Z	1191776716659789824	_	Jumping in late to #30DayMapChallenge 🗺️ Day 5: raster - with a butcher's job from the airport on 250 year maps of #Budapest and Klausenburg (#ClujNapoca/#Kolozsvár). 🤪Can only get better in the rest of the month. BTW credit for the historical map is #Mapire by #Arcanum #Hungary https://t.co/2xhYMsPepi
CushenMichael_23	jpg	15x16	23	1063619347	CushenMichael	2019-11-24T11:49:46Z	1198569394911137792	_	"Median centre of population Ireland. Somewhere near Kilcock, Co.Kildare. 2011 Census data from Ireland and Northern Ireland.

#30DayMapChallenge Day 23: Population
#ggplot2 https://t.co/tcX3yQZ82m"
dakvid_01	jpg	11x16	01	33788841	dakvid	2019-11-28T10:14:38Z	1199995003709214723	http://david.frigge.nz/map30days/#1_points	Day 1 of #30DayMapChallenge (Points). Where were New Zealand Prime Ministers born? #QGIS https://t.co/OWVWMlE9Zv
dakvid_08	jpg	12x16	08	33788841	dakvid	2019-11-21T09:38:24Z	1197449169301995521	https://david.friggenz/map30days/#8_green	"My inspiration was environment, but I'll actually count this as Day 8 - ""green""
#30DayMapChallenge #QGIS https://t.co/pawke3LBwE"
dakvid_14	jpg	12x16	14	33788841	dakvid	2019-11-16T03:50:25Z	1195549657889308672	https://david.frigge.nz/map30days/#14_boundaries	Diving into #30DayMapChallenge with Day 14: boundaries. #rstats / #gganimate help us see what @Stats_NZ's changed small area boundaries mean for Carterton District https://t.co/HbaectU5qL
dakvid_17	jpg	16x11	17	33788841	dakvid	2019-11-17T11:47:20Z	1196032067143757824	https://david.friggenz/map30days/#17_zones	"#30DayMapChallenge Day 17 Zones
My first map with QGIS (and my first several QGIS crashes). Got about 25% done before giving up and doing another 25% in Inkscape. The final 50% of polish is left as an exercise for the reader. https://t.co/mFWbNXlBkK"
dakvid_18	jpg	16x15	18	33788841	dakvid	2019-11-18T10:19:44Z	1196372409852387328	https://david.friggenz/map30days/#18_globe	For #30DayMapChallenge 18 (Globe) I linked up territories in Antarctica with their controlling countries. Screenshots here; interactive version on my page of maps: https://t.co/VLa5LtN0va https://t.co/1DsDqCbZuA
dakvid_19	jpg	12x16	19	33788841	dakvid	2019-11-19T10:22:01Z	1196735370307616768	https://david.friggenz/map30days/#19_urban	For #30DayMapChallenge Day 19 (Urban) I thought I'd redo a map I made a few months ago in R with my new friend QGIS. It's the happiest I've been with my QGIS efforts so far (but still room for improvement) https://t.co/zC5Jhw9nas
dakvid_20	jpg	16x8	20	33788841	dakvid	2019-11-20T09:09:10Z	1197079426774626305	https://david.friggenz/map30days/#20_rural	"For the Day 20 ""rural"" theme I thought I would map without rural areas, imagining New Zealand's urban areas[*] as an archipelago. (Hint: the arrow points north.)
#30DayMapChallenge #QGIS
[*] new 2018 @Stats_NZ classification https://t.co/sIw9L4U1sB"
dakvid_23	jpg	16x11	23	33788841	dakvid	2019-11-23T22:56:42Z	1198374845282541568	https://david.friggenz/map30days/#23_population	For #30DayMapChallenge Day 23 (Population), dot density maps inspired by @fogonwater's book and @smallmultiples's recent talk. https://t.co/mCsCsVvRXk
dakvid_24	jpg	16x11	24	33788841	dakvid	2019-11-24T09:12:51Z	1198529904901419009	https://david.friggenz/map30days/#24_statistics	"Day 24 (Statistics) is a slight variation on 23 - dot density maps of millennials vs baby boomers in Queenstown, New Zealand. (Or at least as close as the reported 5-year age groups will allow.)
#30DayMapChallenge https://t.co/1YhtfrqDxz"
danc00ks0n_22	jpg	16x7	22	102093197	danc00ks0n	2019-11-22T15:38:38Z	1197902212585967623	_	"#30DayMapChallenge Day 22: Build Environment
New York New York
Two maps of New York buildings using two different open sources (@bingmaps and @NYCDoITT) https://t.co/U6Ab1LIH75"
danidlsa_02	png	16x10	02	155965570	danidlsa	2019-11-03T23:13:51Z	1191131402688966661	_	"El Uruguay de los últimos 10 años tiene saldo migratorio positivo. Uruguayos retornan de España, Arg., USA... Inmigrantes llegan desde Venezuela, Arg. y más. 
#VotoAVoto #4FA

(Datos de estimaciones demográficas, no registros administrativos)
 #30DayMapChallenge (day 2 - lines) https://t.co/bkmqWf1a7T"
danidlsa_04	jpg	16x11	04	155965570	danidlsa	2019-11-05T01:32:14Z	1191528615139270659	_	"#30DayMapChallenge Day 4: Hexagons.
Public University centers that offer undergraduate degrees in Uruguay.

Post and code: https://t.co/rAUbHdcuN5

#rstats #leaflet https://t.co/j9VjrEMvt0"
danidlsa_05	jpg	16x11	05	155965570	danidlsa	2019-11-06T01:43:12Z	1191893766124265472	_	"#30DayMapChallenge day 5: raster

Uruguay's National System of Protected Areas | Sistema Nacional de Áreas Protegidas de Uruguay

Interactive version: https://t.co/tpzyEnB7Ic

Code #rstats #rstatsES : https://t.co/PlpC4qPLYE

#datosdemiercoles https://t.co/IkKVJ7hLuP"
danidlsa_07	png	16x15	07	155965570	danidlsa	2019-11-07T11:47:05Z	1192408124583489536	_	"#30DayMapChallenge - day 6: Reds. This time with #ArcGIS: Montevideo's Socioeconomic Segregation

Made this neighbourhood typology for my thesis with 2008-2011 data. I built hierarchical clusters based on the mean and SD of household income and educational level. https://t.co/ThFYBE97Cg"
danidlsa_08	png	16x10	08	155965570	danidlsa	2019-11-08T12:00:34Z	1192773907088064512	_	"#30DayMapChallenge day 8: green.

Greens (and other vegetable products) exports value | Exportaciones de productos vegetales.
Data: @opentradestats API

100% reproducible map 🙃👉https://t.co/kY7ecGlZqR

#rstats #rstatsES #datosdemiercoles 📊 https://t.co/FRHlyqN7EP"
danidlsa_10	jpg	16x12	10	155965570	danidlsa	2019-11-10T17:09:29Z	1193576421739896833	_	"#30DayMapChallenge day 10 - To remember an era of black and white politics: a black and white city.

Berlin Wall full extend | Extensión total del muro de Berlín

Data: @Esri_de Opendata API

100% reproducible map 👉 https://t.co/G2jqshyw2H

#rstats #rstatsES #datosdemiercoles https://t.co/V1A3ObsmXh"
danidlsa_11	png	16x15	11	155965570	danidlsa	2019-11-12T22:51:49Z	1194387347787460610	_	"#30DayMapChallenge late to Day 10 - Elevation (spent lots of computing time testing #rayshader)

A snapshot of Uruguay: a slightly ondulating peneplain
[Uruguay y la ""penillanura levemente ondulada""]

#rstats #rstatsES

#datosdemiercoles https://t.co/jCFmOqqNiG"
danidlsa_12	jpg	16x14	12	155965570	danidlsa	2019-11-12T23:57:02Z	1194403763018194945	_	"#30DayMapChallenge Day 12 - Movement

From the archive of #datosdemiercoles 

Fires registered in the Amazon during July.

Interactive map + code: https://t.co/SrUzHK23Pl

#rstats #rstatsES https://t.co/mL0TVQz7Mu"
danidlsa_13	png	16x8	13	155965570	danidlsa	2019-11-13T22:39:47Z	1194746707562639361	_	"¿El tránsito de camiones por las rutas nacionales será un buen proxy de la actividad económica de un país?
(Si lo fuera, tomaría nota...) #4FA #DebatePresidencial2019 

***
#rstats #rstatsES #datosdemiercoles

 #30DayMapChallenge day 13 - Tracks
R Code: https://t.co/X99L1CNpKy https://t.co/OOyjwaH5Tz"
danidlsa_14	png	16x13	14	155965570	danidlsa	2019-11-14T14:06:35Z	1194979945489084416	_	"#30DayMapChallenge Day 14- boundaries

USA-Mexican border 'wall' (fence, really). Most of it was built after the Secure Fence Act passed in 06'. Hopefully it won't grow into a wall.

Zoom in for more details: https://t.co/OorqMKWTsh

#rstats #GIS #rstatsES https://t.co/qK8D1neNsF"
danidlsa_15	png	16x9	15	155965570	danidlsa	2019-11-15T17:00:09Z	1195386013201391616	_	"#30DayMapChallenge Day 15-Names

Only 142 out of a total of 5678 streets in Montevideo are named after a woman. | Solo 142 de las 5.678 calles de Montevideo llevan nombres de mujer.

Fuente: https://t.co/0ChtzVjUbX - Trabajo de @DATAuy https://t.co/YhsGnXX3At"
danidlsa_16	png	16x10	16	155965570	danidlsa	2019-11-17T00:38:23Z	1195863718023909378	_	"#30DayMapChallenge Day 15 - Places

My hometown, San Carlos, Uruguay. Out of 151 streets, only 5 are named after a woman. | Solo 5 calles de la ciudad de San Carlos, Uruguay, llevan nombres de mujeres.

Inspirado https://t.co/0ChtzVjUbX de @DATAuy.

#rstats #datosdemiercoles https://t.co/jyHqEQXYTF"
danidlsa_18	jpg	16x16	18	155965570	danidlsa	2019-11-18T22:30:51Z	1196556399616155648	_	"#30DayMapChallenge Day 18: Globe

Playing with projections when suddenly a giant sinkhole opened up in Greenland!

(Jugando con proyecciones y #mapproj en #rstats #rstatsES)

This and other tests 👉 https://t.co/GMtMcqeAON

#datosdemiercoles #GIS https://t.co/sOcW1exZDQ"
danidlsa_20	png	11x16	20	155965570	danidlsa	2019-11-20T23:21:57Z	1197294035397992450	_	"#30DayMapChallenge Day 20: Rural

Rural population in Uruguay, by department. | Población rural en Uruguay, por departamento.

Code 👇https://t.co/FGdPFa9kIU

#rstats #rstatsES #datosdemiercoles https://t.co/jRwQJyoOdm"
danidlsa_22	png	16x12	22	155965570	danidlsa	2019-11-22T17:44:12Z	1197933815718694912	_	"#30DayMapChallenge Day 22: Built environment

Precariuous constructions in Montevideo showing spatial segregation towards the periphery | Segregación espacial en Montevideo vista a través de la precariedad de las construcciones.

#rstats #rstatsES #datosdemiercoles https://t.co/GyZupANRrk"
danidlsa_23	png	11x16	23	155965570	danidlsa	2019-11-23T20:14:45Z	1198334090036072449	_	"#30DayMapChallenge Day 23 - Population

People that voted for the far-right candidate in Uruguay's 2019 presidential elections, by department. Some clear patterns emerging...

#rstats https://t.co/Rak0kkwTy3"
danidlsa_29	png	16x13	29	155965570	danidlsa	2019-11-29T14:12:34Z	1200417267953082370	_	"For #30DayMapChallenge Day 29: Experimental, I had the exact same idea of @hrbrmstr, sorry for the repeat!

Here's two maps of Westeros &amp; Essos: one that focuses on the geography, another on the political.

Shapefiles here 👉 https://t.co/gCXt0h18DH 
#ArgGIS #GameofThrones https://t.co/g9JHcnrEWK"
danidlsa_30	jpg	16x11	30	155965570	danidlsa	2019-11-30T20:03:26Z	1200867957829709824	_	"Last day of #30DayMapChallenge: Home.

A gallery of different providerTiles of #leaflet on my hometown | Diferentes providerTiles aplicados sobre mi ciudad natal.

#rstats #rstatsES #datosdemiercoles https://t.co/j4wbDAsDpj"
Daniel_AvOr_01	jpg	16x9	01	73006865	Daniel_AvOr	2019-11-01T21:22:18Z	1190378556796346371	_	"Before the day finishes, here my map for the  #30DayMapChallenge. All #landfill sites in Mexico, prepared for the #CircularityGapReportMX #CircularEconomy #IndustrialEcology #ZeroWaste 

I will prepare for the next 15 tomorrow... work is drowning me :/ https://t.co/BY9mCF2gzN"
Daniel_AvOr_12	jpg	16x13	12	73006865	Daniel_AvOr	2019-11-23T16:36:48Z	1198279240732610561	_	"@CMEI_MX Algo más para el #30DayMapChallenge , creo que aplica para el día 12 ""movimiento"".

Un mapa de ""ruido"" conforme se va moviendo el tren, en la ciudad de #Delft en los #PaísesBajos, hacia la estación; y cómo los edificios y la distancia amortizan, o no, el ruido.

#DataViz #GIS https://t.co/n1UfbVcv43"
daniel_isita_09	jpg	16x11	09	379176102	daniel_isita	2019-11-10T03:45:41Z	1193374138477494282	_	"@INEGI_INFORMA @tjukanov 9. Yellow
#30DayMapChallenge 

Inspired by the Taco Universe from @datavizero, this map shows the distribution of *Tortillerías* throughout Mexico. Data is from DENUE (@INEGI_INFORMA)

#Tortillas #Yellow #Mexico #QGIS #MapPorn https://t.co/VE2ydhxLCO"
daniel_isita_10	jpg	16x11	10	379176102	daniel_isita	2019-11-11T03:01:40Z	1193725450884915202	_	"@INEGI_INFORMA @tjukanov @datavizero 10. Black and White
#30DayMapChallenge 

Percentage of women by municipality in 2019. Data from @CONAPO_mx 

#Women #Mexico #QGIS #MapPorn https://t.co/vWRjwOQj8H"
daniel_isita_11	jpg	16x11	11	379176102	daniel_isita	2019-11-12T04:03:46Z	1194103465284395008	_	"@INEGI_INFORMA @tjukanov @datavizero @CONAPO_mx 11. Elevation
#30DayMapChallenge 

The highest place in Mexico: Citlatéptl (5610 m.a.s.l.)

#Citlatepetl #PicodeOrizaba #MapPorn #Mexico #QGIS #mountains https://t.co/lGojvLq3WV"
daniel_isita_12	jpg	16x11	12	379176102	daniel_isita	2019-11-13T01:23:10Z	1194425439386832896	_	"@INEGI_INFORMA @tjukanov @datavizero @CONAPO_mx 12. Movement
#30DayMapChallenge 

This is the route from my watch of my first marathon. It was the @MaratonLala in March 2019.

#QGIS #MapPorn #Mexico #Torreon #runners https://t.co/NzdMGckLUe"
daniel_isita_13	jpg	16x11	13	379176102	daniel_isita	2019-11-14T00:18:33Z	1194771565466079232	_	"@INEGI_INFORMA @tjukanov @datavizero @CONAPO_mx @MaratonLala 13. Tracks
#30DayMapChallenge

Railroad tracks throughout Mexico. Too bad they are not used for passengers. Source: INE cartography.
#train #tracks #mexico #railroads https://t.co/hkBieBBoeI"
daniel_isita_14	jpg	16x11	14	379176102	daniel_isita	2019-11-16T01:58:18Z	1195521443439742982	_	"@INEGI_INFORMA @tjukanov @datavizero @CONAPO_mx @MaratonLala 14. Boundaries
#30DayMapChallenge 

Oaxaca is the Mexican state with the largest number of municipalities: it has 570 in addition to 30 different regions.

#Oaxaca #MapPorn #Mexico #Municipio https://t.co/K2bvwMiFD3"
daniel_isita_15	png	16x10	15	379176102	daniel_isita	2019-11-16T03:01:50Z	1195537431220703234	_	"@INEGI_INFORMA @tjukanov @datavizero @CONAPO_mx @MaratonLala 15. Names
#30DayMapChallenge 

The 100 most common names in Mexico. Map made with the help of @zoeperegrina  

#Map #names #mexico #juan #jose #maria #guadalupe https://t.co/Fw7b0qdUYZ"
daniel_isita_16	jpg	16x11	16	379176102	daniel_isita	2019-11-18T01:28:34Z	1196238735756668928	_	"@INEGI_INFORMA @tjukanov @datavizero @CONAPO_mx @MaratonLala @zoeperegrina 16. Places
#30DayMapChallenge 

With almost 30,000 pubs and bars, this map shows where they are located throughout the Mexican territory. The data is from DENUE (@INEGI_INFORMA).

#Map #Mexico #Beer #pub #Thirsty https://t.co/Abm14I0jlA"
daniel_isita_17	jpg	16x11	17	379176102	daniel_isita	2019-11-18T21:36:16Z	1196542663899729921	_	"@INEGI_INFORMA @tjukanov @datavizero @CONAPO_mx @MaratonLala @zoeperegrina 17. Zones
#30DayMapChallenge

Agricultural zones in Mexico. Data from @INEGI_INFORMA 

#QGIS #Map #Mexico #Agriculture https://t.co/VJ5jVzBFei"
daniel_isita_18	jpg	16x11	18	379176102	daniel_isita	2019-11-20T01:35:00Z	1196965130443087872	_	"@INEGI_INFORMA @tjukanov @datavizero @CONAPO_mx @MaratonLala @zoeperegrina 18. Globe
#30DayMapChallenge

The world represented through its ports and airports.

Data from https://t.co/sGeX9LdU35

#Airports #Ports #QGIS #World https://t.co/e3d2aKiHy4"
daniel_isita_19	jpg	16x11	19	379176102	daniel_isita	2019-11-22T02:09:46Z	1197698656264175616	_	"@INEGI_INFORMA @tjukanov @datavizero @CONAPO_mx @MaratonLala @zoeperegrina 19. Urban
#30DayMapChallenge

Big cities of central Mexico.

#cities #mexico #qgis #maporn https://t.co/A7qOptLcT4"
daniel_isita_20	jpg	16x11	20	379176102	daniel_isita	2019-11-22T18:40:00Z	1197947858105896960	_	"@INEGI_INFORMA @tjukanov @datavizero @CONAPO_mx @MaratonLala @zoeperegrina 20. Rural
#30DayMapChallenge 

Not quite rural at all, but the map shows the mining industry which has more than 2400 establishments throughout Mexico, the mining sector contributes with 4% of the national GDP. https://t.co/fTZZix3GiQ"
daniel_isita_21	jpg	16x11	21	379176102	daniel_isita	2019-11-22T23:04:11Z	1198014340303069184	_	"@INEGI_INFORMA @tjukanov @datavizero @CONAPO_mx @MaratonLala @zoeperegrina 21. Environment
#30DayMapChallenge 

Protected Areas in Mexico. Data from @globalforests https://t.co/9sC4KOwf8i"
daniel_isita_22	jpg	16x11	22	379176102	daniel_isita	2019-11-28T00:46:57Z	1199852140614836224	_	"@INEGI_INFORMA @tjukanov @datavizero @CONAPO_mx @MaratonLala @zoeperegrina @globalforests 22. Built Environment
#30DayMapChallenge

The different roads of North America.
#qgis #roads #northamerica #mexico #maporn https://t.co/8rS6zbIkqX"
daniel_isita_23	jpg	16x11	23	379176102	daniel_isita	2019-11-29T03:12:03Z	1200251047199068162	_	"@INEGI_INFORMA @tjukanov @datavizero @CONAPO_mx @MaratonLala @zoeperegrina @globalforests 23. Population
#30DayMapChallenge 

Estimated population by 2030 of each municipality, by quintile. Data from @CONAPO_mx 
#quintil #mexico #population #qgis https://t.co/xzemDctAi8"
